idx,wav_path,prompt_id,tts,emotion,emotion_pred,correct,top_score,eas,proto_margin,tsne_x,tsne_y,nn_space,nn_k,nn_impurity,nn_alt,nn_alt_frac,knn3_match
112,output/sentences/genai/fold_3_fenrir/66.wav,idx66,genai,surprised,surprised,True,0.40529355,0.86489964,0.010303974,-19.780317,3.7446542,emb,10,0.5,fearful,1.0,True
113,output/sentences/genai/fold_4_kore/66.wav,idx66,genai,surprised,surprised,True,0.35717285,0.8239168,0.0061016083,-19.867828,3.583277,emb,10,0.5,fearful,1.0,True
114,output/sentences/genai/fold_5_charon/66.wav,idx66,genai,surprised,surprised,True,0.665416,0.9001621,0.06729835,-15.654236,9.9365635,emb,10,0.2,fearful,0.5,True
130,output/sentences/genai/fold_1_zephyr/39.wav,idx39,genai,happy,happy,True,0.9684553,0.89568424,0.18384188,-7.3472886,26.97711,emb,10,0.1,surprised,1.0,True
131,output/sentences/genai/fold_2_leda/39.wav,idx39,genai,happy,happy,True,0.94415355,0.90741694,0.14292675,-7.43858,25.461794,emb,10,0.1,surprised,1.0,True
132,output/sentences/genai/fold_3_fenrir/39.wav,idx39,genai,happy,happy,True,0.96239376,0.92173576,0.16522008,-5.30619,23.949278,emb,10,0.1,surprised,0.0,True
133,output/sentences/genai/fold_4_kore/39.wav,idx39,genai,happy,happy,True,0.960712,0.90245557,0.16246784,-7.162877,26.0862,emb,10,0.1,surprised,1.0,True
134,output/sentences/genai/fold_5_charon/39.wav,idx39,genai,happy,happy,True,0.92792785,0.9077389,0.12943077,-6.404451,24.454643,emb,10,0.1,surprised,1.0,True
150,output/sentences/genai/fold_1_zephyr/16.wav,idx16,genai,disgusted,disgusted,True,0.957043,0.9145963,0.15915573,0.38120478,-12.381659,emb,10,0.2,fearful,0.0,True
151,output/sentences/genai/fold_2_leda/16.wav,idx16,genai,disgusted,disgusted,True,0.9903392,0.9204545,0.26015973,-0.3099227,-15.352967,emb,10,0.1,fearful,0.0,True
152,output/sentences/genai/fold_3_fenrir/16.wav,idx16,genai,disgusted,disgusted,True,0.9911528,0.9170575,0.27371633,-0.32544488,-15.947741,emb,10,0.1,fearful,0.0,True
153,output/sentences/genai/fold_4_kore/16.wav,idx16,genai,disgusted,disgusted,True,0.995083,0.90594935,0.28766465,-1.6084435,-18.913488,emb,10,0.1,fearful,0.0,True
154,output/sentences/genai/fold_5_charon/16.wav,idx16,genai,disgusted,disgusted,True,0.99416566,0.9064683,0.28062838,-2.6269119,-19.497215,emb,10,0.2,fearful,0.0,True
170,output/sentences/genai/fold_1_zephyr/28.wav,idx28,genai,fearful,fearful,True,0.52006036,0.85556835,0.028089345,-8.970525,-13.96845,emb,10,0.1,disgusted,0.5,True
171,output/sentences/genai/fold_2_leda/28.wav,idx28,genai,fearful,fearful,True,0.92873824,0.91661346,0.13483286,-13.230478,-7.6399913,emb,10,0.1,surprised,1.0,True
172,output/sentences/genai/fold_3_fenrir/28.wav,idx28,genai,fearful,disgusted,False,0.62392217,0.81646526,-0.07687634,-8.019523,-15.371017,emb,10,0.5,disgusted,0.7777777777777778,True
173,output/sentences/genai/fold_4_kore/28.wav,idx28,genai,fearful,fearful,True,0.760108,0.86590934,0.08961326,-9.570616,-12.929838,emb,10,0.1,disgusted,0.6666666666666666,True
174,output/sentences/genai/fold_5_charon/28.wav,idx28,genai,fearful,disgusted,False,0.66567904,0.82165426,-0.07092422,-8.292219,-14.975597,emb,10,0.4,disgusted,0.875,True
190,output/sentences/genai/fold_1_zephyr/8.wav,idx8,genai,angry,angry,True,0.8742942,0.9206319,0.09722984,-38.383656,-5.023194,emb,10,0.1,surprised,1.0,True
191,output/sentences/genai/fold_2_leda/8.wav,idx8,genai,angry,angry,True,0.84616727,0.9133072,0.085173905,-37.608875,-5.512679,emb,10,0.1,surprised,1.0,True
192,output/sentences/genai/fold_3_fenrir/8.wav,idx8,genai,angry,angry,True,0.80763716,0.8978657,0.07194018,-38.811035,-6.2392235,emb,10,0.1,surprised,1.0,True
193,output/sentences/genai/fold_4_kore/8.wav,idx8,genai,angry,angry,True,0.957885,0.93134195,0.15750039,-37.10089,-4.522862,emb,10,0.1,surprised,1.0,True
194,output/sentences/genai/fold_5_charon/8.wav,idx8,genai,angry,angry,True,0.83076346,0.902701,0.079897225,-38.063198,-6.5244303,emb,10,0.1,surprised,1.0,True
210,output/sentences/genai/fold_1_zephyr/47.wav,idx47,genai,neutral,neutral,True,0.9807458,0.87114656,0.19757402,15.137807,12.485423,emb,10,0.1,happy,0.5,True
211,output/sentences/genai/fold_2_leda/47.wav,idx47,genai,neutral,neutral,True,0.98770267,0.8702096,0.23754907,16.375185,13.284465,emb,10,0.1,happy,0.0,True
212,output/sentences/genai/fold_3_fenrir/47.wav,idx47,genai,neutral,neutral,True,0.99554753,0.8991307,0.28811133,17.772526,13.697806,emb,10,0.1,happy,0.0,True
213,output/sentences/genai/fold_4_kore/47.wav,idx47,genai,neutral,neutral,True,0.99898726,0.9190972,0.34908125,15.284027,11.350658,emb,10,0.1,happy,1.0,True
214,output/sentences/genai/fold_5_charon/47.wav,idx47,genai,neutral,neutral,True,0.98143756,0.8950289,0.20097381,14.8953905,14.699056,emb,10,0.1,happy,0.0,True
230,output/sentences/genai/fold_1_zephyr/26.wav,idx26,genai,fearful,fearful,True,0.8106962,0.90439695,0.073073804,-10.764675,-7.428013,emb,10,0.1,disgusted,1.0,True
231,output/sentences/genai/fold_2_leda/26.wav,idx26,genai,fearful,fearful,True,0.7884632,0.9027229,0.06619769,-10.754492,-6.804775,emb,10,0.1,disgusted,1.0,True
232,output/sentences/genai/fold_3_fenrir/26.wav,idx26,genai,fearful,fearful,True,0.8675107,0.9012772,0.09923661,-12.173308,-6.470321,emb,10,0.1,surprised,0.0,True
233,output/sentences/genai/fold_4_kore/26.wav,idx26,genai,fearful,fearful,True,0.747926,0.86734146,0.058451295,-10.106621,-8.371936,emb,10,0.1,disgusted,1.0,True
234,output/sentences/genai/fold_5_charon/26.wav,idx26,genai,fearful,fearful,True,0.89671785,0.90245545,0.10901451,-11.38637,-7.6299253,emb,10,0.1,disgusted,1.0,True
250,output/sentences/genai/fold_1_zephyr/68.wav,idx68,genai,surprised,surprised,True,0.65094507,0.90369225,0.034828365,-14.396192,17.458984,emb,10,0.3,happy,1.0,True
251,output/sentences/genai/fold_2_leda/68.wav,idx68,genai,surprised,surprised,True,0.9786486,0.93562144,0.21530777,-19.41691,16.396254,emb,10,0.1,happy,0.0,True
252,output/sentences/genai/fold_3_fenrir/68.wav,idx68,genai,surprised,surprised,True,0.8467433,0.91454995,0.10423195,-14.218446,17.168186,emb,10,0.3,happy,1.0,True
253,output/sentences/genai/fold_4_kore/68.wav,idx68,genai,surprised,happy,False,0.92089427,0.84359926,-0.12307781,-8.5845995,25.637833,emb,10,1.0,happy,1.0,False
254,output/sentences/genai/fold_5_charon/68.wav,idx68,genai,surprised,surprised,True,0.87648165,0.91071606,0.10888833,-15.965353,17.831865,emb,10,0.3,happy,1.0,True
270,output/sentences/genai/fold_1_zephyr/59.wav,idx59,genai,sad,sad,True,0.99916947,0.9236906,0.3570619,25.98746,-17.572815,emb,10,0.1,disgusted,0.0,True
271,output/sentences/genai/fold_2_leda/59.wav,idx59,genai,sad,sad,True,0.99737704,0.9344921,0.29728538,25.511585,-16.145647,emb,10,0.1,disgusted,0.0,True
272,output/sentences/genai/fold_3_fenrir/59.wav,idx59,genai,sad,sad,True,0.99904484,0.9200604,0.35313487,26.70313,-17.165117,emb,10,0.1,disgusted,0.0,True
273,output/sentences/genai/fold_4_kore/59.wav,idx59,genai,sad,sad,True,0.9933473,0.91324687,0.25200355,24.523285,-18.241083,emb,10,0.1,disgusted,0.0,True
274,output/sentences/genai/fold_5_charon/59.wav,idx59,genai,sad,sad,True,0.99710053,0.9117391,0.29210633,26.833984,-18.310581,emb,10,0.1,disgusted,0.0,True
