wav_path,emotion,prompt_id,tts,emb_path
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_3_fenrir/52.wav,sad,idx52,genai,embeddings/wavlm_large/79da700925256099d998fb0ae2218c9a83a66b61.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_4_kore/52.wav,sad,idx52,genai,embeddings/wavlm_large/691229ea6d3974af3390e9546838fd2bf8059795.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_5_charon/52.wav,sad,idx52,genai,embeddings/wavlm_large/ce2e017d8b48c04c450fd8b54e0db854fcb6cd7f.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_1_nova/52.wav,sad,idx52,openai,embeddings/wavlm_large/59ae93bddaf777a951760e141cad092e8d927b41.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_2_coral/52.wav,sad,idx52,openai,embeddings/wavlm_large/84dd0a0b7631f8243339503916fb1e7efefbec6a.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_3_echo/52.wav,sad,idx52,openai,embeddings/wavlm_large/b8a9fad7061c22bbfa34b6b151e971464d247a95.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_4_onyx/52.wav,sad,idx52,openai,embeddings/wavlm_large/d0f725d8c46bda9f3dd886fa8c22e189d2c9f61d.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_5_verse/52.wav,sad,idx52,openai,embeddings/wavlm_large/bf9ad9f9ecc8651520e18ce3bf480759b73896ee.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_1_en-US-JennyNeural/22.wav,fearful,idx22,azure,embeddings/wavlm_large/d0f8b3fc97af8d8d8d7b8be041cb9d6993bca943.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_2_en-US-DavisNeural/22.wav,fearful,idx22,azure,embeddings/wavlm_large/32d9acb331df2d6fe4938b8803ce9e4df92f74f3.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_3_en-US-GuyNeural/22.wav,fearful,idx22,azure,embeddings/wavlm_large/28b73d1cdb541185115dcbfa15b5837638647fdd.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_4_en-US-AriaNeural/22.wav,fearful,idx22,azure,embeddings/wavlm_large/2631f184e390fcc60b67ff8d5a45b973eb3fe661.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_5_en-US-SaraNeural/22.wav,fearful,idx22,azure,embeddings/wavlm_large/484e5a0cbbaf1a072f2be1f84e6646e5f71796c2.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_1_nova/22.wav,fearful,idx22,cosyvoice2,embeddings/wavlm_large/f62d701c0221fef1fece3d832ac0221dbae0ee8c.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_2_coral/22.wav,fearful,idx22,cosyvoice2,embeddings/wavlm_large/5052a4227de8c16a4daf1cf1e547a0385465fca0.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_3_echo/22.wav,fearful,idx22,cosyvoice2,embeddings/wavlm_large/4d84f795c74019ec9cece5f0c1a705c1a3d318fb.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_4_onyx/22.wav,fearful,idx22,cosyvoice2,embeddings/wavlm_large/3575db10268b5508cb02610dbcac1edf3dc0cc58.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_5_verse/22.wav,fearful,idx22,cosyvoice2,embeddings/wavlm_large/40d0e8d3bb78c6f1ff0e4f0f89bbcb6f4c16dbde.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_1_zephyr/22.wav,fearful,idx22,genai,embeddings/wavlm_large/517eeb5f2c10c2a513d019a279a833a5cb5d00dc.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_2_leda/22.wav,fearful,idx22,genai,embeddings/wavlm_large/ad75aa80f9ecc27db2ba0e24be7b6c3c7f1b4d02.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_3_fenrir/22.wav,fearful,idx22,genai,embeddings/wavlm_large/9555ef057267c6bce210085ead79f05856856a17.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_4_kore/22.wav,fearful,idx22,genai,embeddings/wavlm_large/6c652c928a0ee9f897f89015b2c26f605f6c0241.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_5_charon/22.wav,fearful,idx22,genai,embeddings/wavlm_large/bbbcc8f0c445f1b5bef36c035399abf538c42480.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_1_nova/22.wav,fearful,idx22,openai,embeddings/wavlm_large/f238fc60f50463d6720d29b8e1c4bfc37ecc5325.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_2_coral/22.wav,fearful,idx22,openai,embeddings/wavlm_large/69263c6060a0568b16360cc3fc0f664980d5fd94.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_3_echo/22.wav,fearful,idx22,openai,embeddings/wavlm_large/ff99e1d516fcdff316866c86baea0c7e6a37c441.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_4_onyx/22.wav,fearful,idx22,openai,embeddings/wavlm_large/75669399180a27122cb3b5738868a28157d25698.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_5_verse/22.wav,fearful,idx22,openai,embeddings/wavlm_large/06d9c3b789075ed465039268e5bc51e7cb486744.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_1_en-US-JennyNeural/42.wav,neutral,idx42,azure,embeddings/wavlm_large/4cf6d958727059138698cf706c045100d68bc608.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_2_en-US-DavisNeural/42.wav,neutral,idx42,azure,embeddings/wavlm_large/f83ff64993fbcc31dd63e70dac9a1ebb9d3ede6c.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_3_en-US-GuyNeural/42.wav,neutral,idx42,azure,embeddings/wavlm_large/e2059180e7e2fe559253f40845ed672b9ad036db.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_4_en-US-AriaNeural/42.wav,neutral,idx42,azure,embeddings/wavlm_large/5b565faafab9ee08c1f0cf411e161cf52523c686.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_5_en-US-SaraNeural/42.wav,neutral,idx42,azure,embeddings/wavlm_large/81400c74c08f6c7b86399d90c6e5ea364e441ed6.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_1_nova/42.wav,neutral,idx42,cosyvoice2,embeddings/wavlm_large/5f771d1a503e206f4f7dd8f363e2270903052aee.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_2_coral/42.wav,neutral,idx42,cosyvoice2,embeddings/wavlm_large/5cc7a2d307b43303cd884885def6efb3869caaaa.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_3_echo/42.wav,neutral,idx42,cosyvoice2,embeddings/wavlm_large/4e20a5bb94cbc6cd27de06296058706a8666e130.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_4_onyx/42.wav,neutral,idx42,cosyvoice2,embeddings/wavlm_large/0c389e81c333f8d99c9abd74e6e451f3b186c4c9.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_5_verse/42.wav,neutral,idx42,cosyvoice2,embeddings/wavlm_large/a4a7bb888789c5f38a1f12c2026d60ff2df7173c.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_1_zephyr/42.wav,neutral,idx42,genai,embeddings/wavlm_large/c47322e95edf0a922ffab3f6a80732df760d7260.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_2_leda/42.wav,neutral,idx42,genai,embeddings/wavlm_large/b7d451a35434adc7722d78df3d79b6f31fa7f1e9.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_3_fenrir/42.wav,neutral,idx42,genai,embeddings/wavlm_large/0fa3b41bb9dc977ef69af661ad6e2080d28ae2ae.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_4_kore/42.wav,neutral,idx42,genai,embeddings/wavlm_large/513fdc1c8bf5220e4455da3a21cfc3e2a1ed594a.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_5_charon/42.wav,neutral,idx42,genai,embeddings/wavlm_large/f46e30dd3684b4097afc05f7b61f3a6c1a48c34a.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_1_nova/42.wav,neutral,idx42,openai,embeddings/wavlm_large/11dda6122e59828447b47e969b293665fb5373ab.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_2_coral/42.wav,neutral,idx42,openai,embeddings/wavlm_large/bad1dfdab74f44fd8ed1dc8191f5c0b1dabac59e.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_3_echo/42.wav,neutral,idx42,openai,embeddings/wavlm_large/21819e19911027484235f809434554101439e6cd.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_4_onyx/42.wav,neutral,idx42,openai,embeddings/wavlm_large/d88747f369fa9c88df5967160b80805fa3ec81bc.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_5_verse/42.wav,neutral,idx42,openai,embeddings/wavlm_large/4679b5ebbb258141ca3120d9d8d386bd29c9cbcd.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_1_en-US-JennyNeural/33.wav,happy,idx33,azure,embeddings/wavlm_large/60261987805e7e0f0fe40a948391d2c51321d23b.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_2_en-US-DavisNeural/33.wav,happy,idx33,azure,embeddings/wavlm_large/77d03c62a477aa2c682b9266ac7dceb94af7fe1d.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_3_en-US-GuyNeural/33.wav,happy,idx33,azure,embeddings/wavlm_large/02d5c252b3e6fe2c8d8ec173cc0d63e4ce1cb2d4.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_4_en-US-AriaNeural/33.wav,happy,idx33,azure,embeddings/wavlm_large/866057082e62311202515eb629ef2d43df50009d.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_5_en-US-SaraNeural/33.wav,happy,idx33,azure,embeddings/wavlm_large/15d9e233f154621eda82ecd1447446fda35e0cfd.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_1_nova/33.wav,happy,idx33,cosyvoice2,embeddings/wavlm_large/99cad13ca160b3517eb2532f45bbd72665ae5de4.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_2_coral/33.wav,happy,idx33,cosyvoice2,embeddings/wavlm_large/c3a2b3e3352aabe48f3ea2c0506ba6c3e29d3197.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_3_echo/33.wav,happy,idx33,cosyvoice2,embeddings/wavlm_large/668e2731b4be20ca4bbf2122a04dd36bcaa97e0b.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_4_onyx/33.wav,happy,idx33,cosyvoice2,embeddings/wavlm_large/718a88c9d83e11d2691d8c8ec7d33e76f2b30a75.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_5_verse/33.wav,happy,idx33,cosyvoice2,embeddings/wavlm_large/8c8fbec1bbd557ec3348d8ef26181f4cc8afb65a.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_1_zephyr/33.wav,happy,idx33,genai,embeddings/wavlm_large/f20f6723b786ad8ece2d70f22090181d4f15038c.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_2_leda/33.wav,happy,idx33,genai,embeddings/wavlm_large/4df624b2418e9dc74823be214a380204f9f00e15.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_3_fenrir/33.wav,happy,idx33,genai,embeddings/wavlm_large/5f15a7c815752b75a2515fd417b0cfc521815773.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_4_kore/33.wav,happy,idx33,genai,embeddings/wavlm_large/203737c5c0acf7e4d47bf9f2452fdffa14d20c1f.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_5_charon/33.wav,happy,idx33,genai,embeddings/wavlm_large/e49d75761fd5af6094c195017bb9e0c760ebd375.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_1_nova/33.wav,happy,idx33,openai,embeddings/wavlm_large/fb685d966e66117dfe1e09294d356c478b5cd819.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_2_coral/33.wav,happy,idx33,openai,embeddings/wavlm_large/983137ff25828c9ed7a6f89559cd0d305c34bddd.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_3_echo/33.wav,happy,idx33,openai,embeddings/wavlm_large/8f872fdacfe6bc8397d18e09d22a518ca8210cac.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_4_onyx/33.wav,happy,idx33,openai,embeddings/wavlm_large/fe2bb7b404c571fc3e83e844bbdeb9069ffffc4e.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_5_verse/33.wav,happy,idx33,openai,embeddings/wavlm_large/f067d7298ada5525c757995dc25223470c68c8f8.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_1_en-US-JennyNeural/1.wav,angry,idx1,azure,embeddings/wavlm_large/2c5acdea1b9f74399b19606aa473906e93d58b0f.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_2_en-US-DavisNeural/1.wav,angry,idx1,azure,embeddings/wavlm_large/5a336cc0e9233dea02377c43c9d37f883a71c9de.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_3_en-US-GuyNeural/1.wav,angry,idx1,azure,embeddings/wavlm_large/10df4079063856bc1b95e7481349391d915c5879.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_4_en-US-AriaNeural/1.wav,angry,idx1,azure,embeddings/wavlm_large/4f5a174783b05910c667558115e2f8c3422c39b9.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_5_en-US-SaraNeural/1.wav,angry,idx1,azure,embeddings/wavlm_large/f4f285acce3adff9e67f5f79f3424c568c697cac.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_1_nova/1.wav,angry,idx1,cosyvoice2,embeddings/wavlm_large/b7d4c75b9cccd7b505bd5be22904b0e27410c72c.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_2_coral/1.wav,angry,idx1,cosyvoice2,embeddings/wavlm_large/351977b6885f57bf583feeaf25cff9d72cfc1404.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_3_echo/1.wav,angry,idx1,cosyvoice2,embeddings/wavlm_large/1ba7738e9d76e2882ebd8ae64bf46f47f3bc8df5.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_4_onyx/1.wav,angry,idx1,cosyvoice2,embeddings/wavlm_large/efce54771a14832de37cf8aa0520edc9f072e80a.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_5_verse/1.wav,angry,idx1,cosyvoice2,embeddings/wavlm_large/9d921711b648cdfb36eab179a14814579f4637ff.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_1_zephyr/1.wav,angry,idx1,genai,embeddings/wavlm_large/aff2d442a684dafda0ebfaf90097a7864f85985b.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_2_leda/1.wav,angry,idx1,genai,embeddings/wavlm_large/5d43ead5ac0ee26de3662bb133df973364fd48b0.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_3_fenrir/1.wav,angry,idx1,genai,embeddings/wavlm_large/38f23f5eb838378606f4a5191e560971f6f80e18.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_4_kore/1.wav,angry,idx1,genai,embeddings/wavlm_large/b2272ef7c72393348591068af98a09e8ade62a34.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_5_charon/1.wav,angry,idx1,genai,embeddings/wavlm_large/f9107029728778b2f3b2227819755b9f62e42997.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_1_nova/1.wav,angry,idx1,openai,embeddings/wavlm_large/a020f7f718f7e2ed52eabada7b166b5c5f2bc71d.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_2_coral/1.wav,angry,idx1,openai,embeddings/wavlm_large/6711af77ec2dcee3158559b03784e7e05fdfe382.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_3_echo/1.wav,angry,idx1,openai,embeddings/wavlm_large/fed0f25d80d12907fe0c328af4217a2a632d1f63.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_4_onyx/1.wav,angry,idx1,openai,embeddings/wavlm_large/14590f538cebf6b9cc3901529be15222a821cf51.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_5_verse/1.wav,angry,idx1,openai,embeddings/wavlm_large/7133b4b9a52ad9739a8a4732f6754040d085ef0b.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_1_en-US-JennyNeural/25.wav,fearful,idx25,azure,embeddings/wavlm_large/84c92e400afa822038603e10ffaf170a4b2e1377.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_2_en-US-DavisNeural/25.wav,fearful,idx25,azure,embeddings/wavlm_large/177498614ca8e72be8dfd9f0e261eb5be194d04d.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_3_en-US-GuyNeural/25.wav,fearful,idx25,azure,embeddings/wavlm_large/a0b6b0dae9dc9ecad97425fec0dd094b908a2e5f.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_4_en-US-AriaNeural/25.wav,fearful,idx25,azure,embeddings/wavlm_large/ef4917fb95684497f66a6afaf6da671e47ee1150.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_5_en-US-SaraNeural/25.wav,fearful,idx25,azure,embeddings/wavlm_large/fbcc5c05352dc1008b3d383a60ce945f27c67bf2.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_1_nova/25.wav,fearful,idx25,cosyvoice2,embeddings/wavlm_large/0ad2d830eef65a1237e90fe9bcc79db056e077e0.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_2_coral/25.wav,fearful,idx25,cosyvoice2,embeddings/wavlm_large/77e85389b909f8a9cfad00888d53d41ec2777901.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_3_echo/25.wav,fearful,idx25,cosyvoice2,embeddings/wavlm_large/7350259ac8136e76cf7dab70434c30e0a8f2a92f.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_4_onyx/25.wav,fearful,idx25,cosyvoice2,embeddings/wavlm_large/2f43d5830f7fd1be2fc63ff3243faf35abcbf01a.npy
/home/arms/Workspace/emotion/vibes/output/sentences/cosyvoice2/fold_5_verse/25.wav,fearful,idx25,cosyvoice2,embeddings/wavlm_large/e71f1970ee019ee33aef379194f99a13b24d980e.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_1_zephyr/25.wav,fearful,idx25,genai,embeddings/wavlm_large/7fef98ca030eb5126af29337d106288a09407387.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_2_leda/25.wav,fearful,idx25,genai,embeddings/wavlm_large/1bbaf0098923327d9463c442ee525765442f92a3.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_3_fenrir/25.wav,fearful,idx25,genai,embeddings/wavlm_large/0ce5f81fc3e40b93fd55ebce5af8227315f0d70d.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_4_kore/25.wav,fearful,idx25,genai,embeddings/wavlm_large/2352bb3cc08d2ff0d29bcc9025b4aa8ccaeb846f.npy
/home/arms/Workspace/emotion/vibes/output/sentences/genai/fold_5_charon/25.wav,fearful,idx25,genai,embeddings/wavlm_large/be5e74e8d4aaf86506381cc422135ed112086863.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_1_nova/25.wav,fearful,idx25,openai,embeddings/wavlm_large/e2cd1cb327ec29b53e53668968cfdf651bd558d8.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_2_coral/25.wav,fearful,idx25,openai,embeddings/wavlm_large/bda03ac9fe80e2492a2852e4f6be49c5b9bd6e8e.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_3_echo/25.wav,fearful,idx25,openai,embeddings/wavlm_large/a1798a9455c26e8e74d6b27d6dd8fe3025cdbb9a.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_4_onyx/25.wav,fearful,idx25,openai,embeddings/wavlm_large/a936810b2d0583cf71f11d5e03940e203508d2dc.npy
/home/arms/Workspace/emotion/vibes/output/sentences/openai/fold_5_verse/25.wav,fearful,idx25,openai,embeddings/wavlm_large/d23db496dd723f56adeb6b0ae136b47298fdd603.npy
/home/arms/Workspace/emotion/vibes/output/sentences/azure/fold_1_en-US-JennyNeural/27.wav,fearful,idx27,azure,embeddings/wavlm_large/b3ebe52732cc631a588f4b0be1fb4d6e87714c99.npy
