tts,prompt_id,wav_path,emotion,emotion_pred,top_score,eas,eas_x7
azure,idx14,output/sentences/azure/fold_2_en-US-DavisNeural/14.wav,disgusted,disgusted,0.9889969825744629,0.8857502341270447,6.200251638889313
azure,idx14,output/sentences/azure/fold_3_en-US-GuyNeural/14.wav,disgusted,disgusted,0.991807758808136,0.8898521661758423,6.228965163230896
azure,idx14,output/sentences/azure/fold_4_en-US-AriaNeural/14.wav,disgusted,disgusted,0.8543712496757507,0.8703432083129883,6.092402458190918
azure,idx14,output/sentences/azure/fold_5_en-US-SaraNeural/14.wav,disgusted,disgusted,0.9523271322250366,0.8886687755584717,6.220681428909302
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_1_nova/14.wav,disgusted,disgusted,0.9862333536148071,0.8709648847579956,6.096754193305969
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_2_coral/14.wav,disgusted,disgusted,0.9858018755912781,0.8681718111038208,6.077202677726746
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_3_echo/14.wav,disgusted,disgusted,0.9893624186515808,0.8901008367538452,6.2307058572769165
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_4_onyx/14.wav,disgusted,disgusted,0.9832643866539001,0.8799675107002258,6.159772574901581
cosyvoice2,idx14,output/sentences/cosyvoice2/fold_5_verse/14.wav,disgusted,disgusted,0.984594464302063,0.8702329397201538,6.091630578041077
genai,idx14,output/sentences/genai/fold_1_zephyr/14.wav,disgusted,disgusted,0.9946883916854858,0.9010047316551208,6.307033121585846
genai,idx14,output/sentences/genai/fold_2_leda/14.wav,disgusted,disgusted,0.9944334626197815,0.9153797626495361,6.407658338546753
genai,idx14,output/sentences/genai/fold_3_fenrir/14.wav,disgusted,disgusted,0.9933114051818848,0.8898801803588867,6.229161262512207
genai,idx14,output/sentences/genai/fold_4_kore/14.wav,disgusted,disgusted,0.9744657874107361,0.8956944942474365,6.269861459732056
genai,idx14,output/sentences/genai/fold_5_charon/14.wav,disgusted,disgusted,0.9940453767776489,0.8903388977050781,6.232372283935547
openai,idx14,output/sentences/openai/fold_1_nova/14.wav,disgusted,disgusted,0.9945521950721741,0.899281919002533,6.294973433017731
openai,idx14,output/sentences/openai/fold_2_coral/14.wav,disgusted,disgusted,0.9923933744430542,0.8960629105567932,6.2724403738975525
openai,idx14,output/sentences/openai/fold_3_echo/14.wav,disgusted,disgusted,0.9923875331878662,0.8839266300201416,6.187486410140991
openai,idx14,output/sentences/openai/fold_4_onyx/14.wav,disgusted,disgusted,0.993122398853302,0.8955579400062561,6.268905580043793
openai,idx14,output/sentences/openai/fold_5_verse/14.wav,disgusted,disgusted,0.9891317486763,0.8939645290374756,6.257751703262329
azure,idx51,output/sentences/azure/fold_1_en-US-JennyNeural/51.wav,sad,sad,0.9952554106712341,0.8976073861122131,6.283251702785492
azure,idx51,output/sentences/azure/fold_2_en-US-DavisNeural/51.wav,sad,sad,0.9024251699447632,0.9146214723587036,6.402350306510925
azure,idx51,output/sentences/azure/fold_3_en-US-GuyNeural/51.wav,sad,sad,0.9960135221481323,0.9229406118392944,6.460584282875061
azure,idx51,output/sentences/azure/fold_4_en-US-AriaNeural/51.wav,sad,sad,0.5796582698822021,0.8193435668945312,5.735404968261719
azure,idx51,output/sentences/azure/fold_5_en-US-SaraNeural/51.wav,sad,sad,0.9975492358207703,0.9161672592163086,6.41317081451416
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_1_nova/51.wav,sad,angry,0.38014864921569824,0.777846097946167,5.444922685623169
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_2_coral/51.wav,sad,fearful,0.523411214351654,0.8450057506561279,5.9150402545928955
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_3_echo/51.wav,sad,sad,0.7303947806358337,0.8706127405166626,6.094289183616638
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_4_onyx/51.wav,sad,sad,0.9929534792900085,0.8999814987182617,6.299870491027832
cosyvoice2,idx51,output/sentences/cosyvoice2/fold_5_verse/51.wav,sad,sad,0.9865216016769409,0.9145078063011169,6.401554644107819
genai,idx51,output/sentences/genai/fold_1_zephyr/51.wav,sad,sad,0.9777203798294067,0.9211975336074829,6.44838273525238
genai,idx51,output/sentences/genai/fold_2_leda/51.wav,sad,sad,0.9886530041694641,0.9023185968399048,6.3162301778793335
genai,idx51,output/sentences/genai/fold_3_fenrir/51.wav,sad,sad,0.9825881123542786,0.9206825494766235,6.444777846336365
genai,idx51,output/sentences/genai/fold_4_kore/51.wav,sad,sad,0.9875437021255493,0.9039834141731262,6.3278838992118835
genai,idx51,output/sentences/genai/fold_5_charon/51.wav,sad,sad,0.96408611536026,0.8914942741394043,6.24045991897583
openai,idx51,output/sentences/openai/fold_1_nova/51.wav,sad,sad,0.988581120967865,0.9275990724563599,6.493193507194519
openai,idx51,output/sentences/openai/fold_2_coral/51.wav,sad,sad,0.9877253174781799,0.9092389345169067,6.364672541618347
openai,idx51,output/sentences/openai/fold_3_echo/51.wav,sad,sad,0.913408637046814,0.8715065121650696,6.100545585155487
openai,idx51,output/sentences/openai/fold_4_onyx/51.wav,sad,sad,0.9985666871070862,0.9489492177963257,6.64264452457428
openai,idx51,output/sentences/openai/fold_5_verse/51.wav,sad,sad,0.9369702935218811,0.9058948755264282,6.341264128684998
azure,idx50,output/sentences/azure/fold_1_en-US-JennyNeural/50.wav,neutral,neutral,0.9639859795570374,0.8982735872268677,6.287915110588074
azure,idx50,output/sentences/azure/fold_2_en-US-DavisNeural/50.wav,neutral,happy,0.7299553751945496,0.7960102558135986,5.57207179069519
azure,idx50,output/sentences/azure/fold_3_en-US-GuyNeural/50.wav,neutral,neutral,0.8603169322013855,0.8849295377731323,6.194506764411926
azure,idx50,output/sentences/azure/fold_4_en-US-AriaNeural/50.wav,neutral,neutral,0.9994127750396729,0.9433668851852417,6.603568196296692
azure,idx50,output/sentences/azure/fold_5_en-US-SaraNeural/50.wav,neutral,neutral,0.9989449381828308,0.9438374638557434,6.606862246990204
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_1_nova/50.wav,neutral,neutral,0.9708356261253357,0.8957242965698242,6.2700700759887695
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_2_coral/50.wav,neutral,neutral,0.884345531463623,0.8575276136398315,6.002693295478821
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_3_echo/50.wav,neutral,neutral,0.820968508720398,0.878250777721405,6.147755444049835
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_4_onyx/50.wav,neutral,neutral,0.9362428784370422,0.8520011901855469,5.964008331298828
cosyvoice2,idx50,output/sentences/cosyvoice2/fold_5_verse/50.wav,neutral,neutral,0.8765326738357544,0.8670660257339478,6.069462180137634
genai,idx50,output/sentences/genai/fold_1_zephyr/50.wav,neutral,happy,0.9406287670135498,0.772803008556366,5.409621059894562
genai,idx50,output/sentences/genai/fold_2_leda/50.wav,neutral,neutral,0.6116049289703369,0.8116016387939453,5.681211471557617
genai,idx50,output/sentences/genai/fold_3_fenrir/50.wav,neutral,neutral,0.983864426612854,0.8953982591629028,6.26778781414032
genai,idx50,output/sentences/genai/fold_4_kore/50.wav,neutral,neutral,0.987054705619812,0.9095274209976196,6.366691946983337
genai,idx50,output/sentences/genai/fold_5_charon/50.wav,neutral,neutral,0.9163227081298828,0.8870948553085327,6.209663987159729
openai,idx50,output/sentences/openai/fold_1_nova/50.wav,neutral,neutral,0.7213013172149658,0.8431670665740967,5.902169466018677
openai,idx50,output/sentences/openai/fold_2_coral/50.wav,neutral,neutral,0.35879918932914734,0.8448094129562378,5.9136658906936646
openai,idx50,output/sentences/openai/fold_3_echo/50.wav,neutral,happy,0.8345391154289246,0.8004809617996216,5.603366732597351
openai,idx50,output/sentences/openai/fold_4_onyx/50.wav,neutral,happy,0.8835325837135315,0.8200704455375671,5.74049311876297
openai,idx50,output/sentences/openai/fold_5_verse/50.wav,neutral,happy,0.6634950041770935,0.7391430139541626,5.174001097679138
azure,idx4,output/sentences/azure/fold_1_en-US-JennyNeural/4.wav,angry,angry,0.913483738899231,0.9208824038505554,6.446176826953888
azure,idx4,output/sentences/azure/fold_2_en-US-DavisNeural/4.wav,angry,angry,0.8949409127235413,0.9156736135482788,6.409715294837952
azure,idx4,output/sentences/azure/fold_3_en-US-GuyNeural/4.wav,angry,angry,0.9053869247436523,0.9125854969024658,6.388098478317261
azure,idx4,output/sentences/azure/fold_4_en-US-AriaNeural/4.wav,angry,angry,0.9420930743217468,0.9179819822311401,6.425873875617981
azure,idx4,output/sentences/azure/fold_5_en-US-SaraNeural/4.wav,angry,angry,0.9342832565307617,0.9087672233581543,6.36137056350708
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_1_nova/4.wav,angry,disgusted,0.5056995153427124,0.9042575359344482,6.329802751541138
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_2_coral/4.wav,angry,angry,0.8788057565689087,0.9092453122138977,6.364717185497284
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_3_echo/4.wav,angry,angry,0.3777206838130951,0.8947725892066956,6.263408124446869
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_4_onyx/4.wav,angry,disgusted,0.5290675163269043,0.8260154724121094,5.782108306884766
cosyvoice2,idx4,output/sentences/cosyvoice2/fold_5_verse/4.wav,angry,angry,0.9137154817581177,0.9196635484695435,6.437644839286804
genai,idx4,output/sentences/genai/fold_1_zephyr/4.wav,angry,angry,0.9087622761726379,0.9164028167724609,6.414819717407227
genai,idx4,output/sentences/genai/fold_2_leda/4.wav,angry,angry,0.9152212738990784,0.9249608516693115,6.474725961685181
genai,idx4,output/sentences/genai/fold_3_fenrir/4.wav,angry,angry,0.8638107776641846,0.9163767099380493,6.414636969566345
genai,idx4,output/sentences/genai/fold_4_kore/4.wav,angry,angry,0.9153319597244263,0.9314195513725281,6.5199368596076965
genai,idx4,output/sentences/genai/fold_5_charon/4.wav,angry,angry,0.900826096534729,0.914576530456543,6.402035713195801
openai,idx4,output/sentences/openai/fold_1_nova/4.wav,angry,angry,0.9757532477378845,0.9046785831451416,6.332750082015991
openai,idx4,output/sentences/openai/fold_2_coral/4.wav,angry,angry,0.9642741084098816,0.9127179980278015,6.389025986194611
openai,idx4,output/sentences/openai/fold_3_echo/4.wav,angry,angry,0.9573829770088196,0.9053347110748291,6.337342977523804
openai,idx4,output/sentences/openai/fold_4_onyx/4.wav,angry,angry,0.941555380821228,0.9023571610450745,6.316500127315521
openai,idx4,output/sentences/openai/fold_5_verse/4.wav,angry,angry,0.9426814317703247,0.9145082831382751,6.401557981967926
azure,idx66,output/sentences/azure/fold_1_en-US-JennyNeural/66.wav,surprised,surprised,0.5079395174980164,0.8717589974403381,6.102312982082367
azure,idx66,output/sentences/azure/fold_2_en-US-DavisNeural/66.wav,surprised,surprised,0.3532891869544983,0.8746179342269897,6.122325539588928
azure,idx66,output/sentences/azure/fold_3_en-US-GuyNeural/66.wav,surprised,surprised,0.37361788749694824,0.8899111747741699,6.2293782234191895
azure,idx66,output/sentences/azure/fold_4_en-US-AriaNeural/66.wav,surprised,happy,0.8299912810325623,0.8613981008529663,6.029786705970764
azure,idx66,output/sentences/azure/fold_5_en-US-SaraNeural/66.wav,surprised,surprised,0.5123968720436096,0.896793007850647,6.277551054954529
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_1_nova/66.wav,surprised,angry,0.4961056113243103,0.7577053308486938,5.303937315940857
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_2_coral/66.wav,surprised,angry,0.6941322088241577,0.768144965171814,5.377014756202698
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_3_echo/66.wav,surprised,sad,0.2996172308921814,0.7600835561752319,5.3205848932266235
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_4_onyx/66.wav,surprised,angry,0.6341551542282104,0.7434690594673157,5.20428341627121
cosyvoice2,idx66,output/sentences/cosyvoice2/fold_5_verse/66.wav,surprised,disgusted,0.3997384011745453,0.8571122884750366,5.999786019325256
genai,idx66,output/sentences/genai/fold_1_zephyr/66.wav,surprised,surprised,0.6508501172065735,0.9018354415893555,6.312848091125488
genai,idx66,output/sentences/genai/fold_2_leda/66.wav,surprised,surprised,0.9507923722267151,0.935057520866394,6.545402646064758
genai,idx66,output/sentences/genai/fold_3_fenrir/66.wav,surprised,surprised,0.4052935540676117,0.8648996949195862,6.054297864437103
genai,idx66,output/sentences/genai/fold_4_kore/66.wav,surprised,surprised,0.3571728467941284,0.8239167928695679,5.767417550086975
genai,idx66,output/sentences/genai/fold_5_charon/66.wav,surprised,surprised,0.6654160022735596,0.9001620411872864,6.301134288311005
openai,idx66,output/sentences/openai/fold_1_nova/66.wav,surprised,happy,0.5230540037155151,0.8469542860984802,5.928680002689362
openai,idx66,output/sentences/openai/fold_2_coral/66.wav,surprised,surprised,0.28895455598831177,0.8718842267990112,6.103189587593079
openai,idx66,output/sentences/openai/fold_3_echo/66.wav,surprised,happy,0.7527255415916443,0.8550118207931519,5.985082745552063
openai,idx66,output/sentences/openai/fold_4_onyx/66.wav,surprised,angry,0.42232102155685425,0.8236408829689026,5.765486180782318
openai,idx66,output/sentences/openai/fold_5_verse/66.wav,surprised,happy,0.46087363362312317,0.855013370513916,5.985093593597412
azure,idx39,output/sentences/azure/fold_1_en-US-JennyNeural/39.wav,happy,happy,0.9403296113014221,0.9014822244644165,6.3103755712509155
azure,idx39,output/sentences/azure/fold_2_en-US-DavisNeural/39.wav,happy,surprised,0.8537280559539795,0.8710976243019104,6.097683370113373
azure,idx39,output/sentences/azure/fold_3_en-US-GuyNeural/39.wav,happy,happy,0.9595758318901062,0.93245929479599,6.52721506357193
azure,idx39,output/sentences/azure/fold_4_en-US-AriaNeural/39.wav,happy,happy,0.9866569638252258,0.9160849452018738,6.4125946164131165
azure,idx39,output/sentences/azure/fold_5_en-US-SaraNeural/39.wav,happy,happy,0.9868064522743225,0.9034621715545654,6.324235200881958
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_1_nova/39.wav,happy,happy,0.6283539533615112,0.8662515878677368,6.063761115074158
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_2_coral/39.wav,happy,happy,0.7225334644317627,0.8791728615760803,6.154210031032562
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_3_echo/39.wav,happy,happy,0.5370280742645264,0.8618718981742859,6.033103287220001
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_4_onyx/39.wav,happy,angry,0.32646992802619934,0.8273937106132507,5.791755974292755
cosyvoice2,idx39,output/sentences/cosyvoice2/fold_5_verse/39.wav,happy,happy,0.8965187668800354,0.9037746787071228,6.32642275094986
genai,idx39,output/sentences/genai/fold_1_zephyr/39.wav,happy,happy,0.9684553146362305,0.8956844210624695,6.269790947437286
genai,idx39,output/sentences/genai/fold_2_leda/39.wav,happy,happy,0.9441535472869873,0.9074168801307678,6.351918160915375
genai,idx39,output/sentences/genai/fold_3_fenrir/39.wav,happy,happy,0.9623937606811523,0.9217357635498047,6.452150344848633
genai,idx39,output/sentences/genai/fold_4_kore/39.wav,happy,happy,0.9607120156288147,0.9024556279182434,6.317189395427704
genai,idx39,output/sentences/genai/fold_5_charon/39.wav,happy,happy,0.9279278516769409,0.9077388644218445,6.354172050952911
openai,idx39,output/sentences/openai/fold_1_nova/39.wav,happy,happy,0.8766404986381531,0.8912376165390015,6.23866331577301
openai,idx39,output/sentences/openai/fold_2_coral/39.wav,happy,happy,0.7617170810699463,0.8955389261245728,6.268772482872009
openai,idx39,output/sentences/openai/fold_3_echo/39.wav,happy,neutral,0.6454105377197266,0.8451197743415833,5.915838420391083
openai,idx39,output/sentences/openai/fold_4_onyx/39.wav,happy,happy,0.839602530002594,0.8836223483085632,6.185356438159943
openai,idx39,output/sentences/openai/fold_5_verse/39.wav,happy,happy,0.43926092982292175,0.8799999356269836,6.1599995493888855
azure,idx16,output/sentences/azure/fold_1_en-US-JennyNeural/16.wav,disgusted,disgusted,0.5602811574935913,0.8807153701782227,6.165007591247559
azure,idx16,output/sentences/azure/fold_2_en-US-DavisNeural/16.wav,disgusted,angry,0.7571278214454651,0.8900379538536072,6.23026567697525
azure,idx16,output/sentences/azure/fold_3_en-US-GuyNeural/16.wav,disgusted,disgusted,0.7693009376525879,0.8713690042495728,6.099583029747009
azure,idx16,output/sentences/azure/fold_4_en-US-AriaNeural/16.wav,disgusted,neutral,0.9361643195152283,0.8274581432342529,5.7922070026397705
azure,idx16,output/sentences/azure/fold_5_en-US-SaraNeural/16.wav,disgusted,neutral,0.7215307354927063,0.8633289337158203,6.043302536010742
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_1_nova/16.wav,disgusted,disgusted,0.6372178792953491,0.9093984365463257,6.36578905582428
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_2_coral/16.wav,disgusted,disgusted,0.5717400908470154,0.8969951868057251,6.278966307640076
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_3_echo/16.wav,disgusted,neutral,0.4811008870601654,0.7829241752624512,5.480469226837158
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_4_onyx/16.wav,disgusted,neutral,0.9550559520721436,0.7438202500343323,5.206741750240326
cosyvoice2,idx16,output/sentences/cosyvoice2/fold_5_verse/16.wav,disgusted,disgusted,0.8736377954483032,0.9066033363342285,6.3462233543396
genai,idx16,output/sentences/genai/fold_1_zephyr/16.wav,disgusted,disgusted,0.9570429921150208,0.9145963191986084,6.402174234390259
genai,idx16,output/sentences/genai/fold_2_leda/16.wav,disgusted,disgusted,0.9903392195701599,0.9204545021057129,6.44318151473999
genai,idx16,output/sentences/genai/fold_3_fenrir/16.wav,disgusted,disgusted,0.991152822971344,0.9170576333999634,6.419403433799744
genai,idx16,output/sentences/genai/fold_4_kore/16.wav,disgusted,disgusted,0.9950829744338989,0.9059493541717529,6.3416454792022705
genai,idx16,output/sentences/genai/fold_5_charon/16.wav,disgusted,disgusted,0.9941656589508057,0.9064682722091675,6.345277905464172
openai,idx16,output/sentences/openai/fold_1_nova/16.wav,disgusted,angry,0.5580989122390747,0.8623398542404175,6.036378979682922
openai,idx16,output/sentences/openai/fold_2_coral/16.wav,disgusted,angry,0.8663904666900635,0.8645870685577393,6.052109479904175
openai,idx16,output/sentences/openai/fold_3_echo/16.wav,disgusted,disgusted,0.6668648719787598,0.8795489072799683,6.156842350959778
openai,idx16,output/sentences/openai/fold_4_onyx/16.wav,disgusted,disgusted,0.8338078260421753,0.87209552526474,6.10466867685318
openai,idx16,output/sentences/openai/fold_5_verse/16.wav,disgusted,disgusted,0.5369496941566467,0.8758060932159424,6.130642652511597
azure,idx28,output/sentences/azure/fold_1_en-US-JennyNeural/28.wav,fearful,fearful,0.8808355927467346,0.9316675662994385,6.521672964096069
azure,idx28,output/sentences/azure/fold_2_en-US-DavisNeural/28.wav,fearful,fearful,0.706947922706604,0.9159665703773499,6.411765992641449
azure,idx28,output/sentences/azure/fold_3_en-US-GuyNeural/28.wav,fearful,fearful,0.5445852279663086,0.9135820865631104,6.3950746059417725
azure,idx28,output/sentences/azure/fold_4_en-US-AriaNeural/28.wav,fearful,fearful,0.983572781085968,0.9282017946243286,6.4974125623703
azure,idx28,output/sentences/azure/fold_5_en-US-SaraNeural/28.wav,fearful,fearful,0.974707305431366,0.9243514537811279,6.4704601764678955
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_1_nova/28.wav,fearful,disgusted,0.6611596345901489,0.7459693551063538,5.221785485744476
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_2_coral/28.wav,fearful,sad,0.8865482211112976,0.8048269748687744,5.633788824081421
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_3_echo/28.wav,fearful,fearful,0.4725491404533386,0.8516486287117004,5.961540400981903
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_4_onyx/28.wav,fearful,sad,0.7801395654678345,0.7943193316459656,5.560235321521759
cosyvoice2,idx28,output/sentences/cosyvoice2/fold_5_verse/28.wav,fearful,surprised,0.7972797155380249,0.7494885921478271,5.24642014503479
genai,idx28,output/sentences/genai/fold_1_zephyr/28.wav,fearful,fearful,0.5200603604316711,0.8555682897567749,5.988978028297424
genai,idx28,output/sentences/genai/fold_2_leda/28.wav,fearful,fearful,0.9287382364273071,0.9166133403778076,6.416293382644653
genai,idx28,output/sentences/genai/fold_3_fenrir/28.wav,fearful,disgusted,0.6239221692085266,0.8164651989936829,5.71525639295578
genai,idx28,output/sentences/genai/fold_4_kore/28.wav,fearful,fearful,0.7601079940795898,0.8659090995788574,6.061363697052002
genai,idx28,output/sentences/genai/fold_5_charon/28.wav,fearful,disgusted,0.6656790375709534,0.821654200553894,5.751579403877258
openai,idx28,output/sentences/openai/fold_1_nova/28.wav,fearful,fearful,0.9200241565704346,0.9279101490974426,6.495371043682098
openai,idx28,output/sentences/openai/fold_2_coral/28.wav,fearful,fearful,0.9805154800415039,0.9083710312843323,6.358597218990326
openai,idx28,output/sentences/openai/fold_3_echo/28.wav,fearful,fearful,0.6577027440071106,0.882013201713562,6.174092411994934
openai,idx28,output/sentences/openai/fold_4_onyx/28.wav,fearful,surprised,0.6663600206375122,0.738381028175354,5.168667197227478
openai,idx28,output/sentences/openai/fold_5_verse/28.wav,fearful,disgusted,0.8956710696220398,0.725780725479126,5.080465078353882
azure,idx8,output/sentences/azure/fold_1_en-US-JennyNeural/8.wav,angry,angry,0.676758348941803,0.900582492351532,6.304077446460724
azure,idx8,output/sentences/azure/fold_2_en-US-DavisNeural/8.wav,angry,disgusted,0.8812723755836487,0.8191518783569336,5.734063148498535
azure,idx8,output/sentences/azure/fold_3_en-US-GuyNeural/8.wav,angry,sad,0.9187265038490295,0.791443943977356,5.540107607841492
azure,idx8,output/sentences/azure/fold_4_en-US-AriaNeural/8.wav,angry,angry,0.6436170935630798,0.8872817754745483,6.210972428321838
azure,idx8,output/sentences/azure/fold_5_en-US-SaraNeural/8.wav,angry,sad,0.7297751307487488,0.7880342602729797,5.516239821910858
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_1_nova/8.wav,angry,neutral,0.38160693645477295,0.7779515981674194,5.445661187171936
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_2_coral/8.wav,angry,sad,0.7275862097740173,0.8090507984161377,5.663355588912964
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_3_echo/8.wav,angry,sad,0.8917326927185059,0.7686612606048584,5.380628824234009
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_4_onyx/8.wav,angry,neutral,0.44656991958618164,0.7705423831939697,5.393796682357788
cosyvoice2,idx8,output/sentences/cosyvoice2/fold_5_verse/8.wav,angry,angry,0.6559788584709167,0.8554563522338867,5.988194465637207
genai,idx8,output/sentences/genai/fold_1_zephyr/8.wav,angry,angry,0.8742942214012146,0.9206318855285645,6.444423198699951
genai,idx8,output/sentences/genai/fold_2_leda/8.wav,angry,angry,0.846167266368866,0.9133070707321167,6.393149495124817
genai,idx8,output/sentences/genai/fold_3_fenrir/8.wav,angry,angry,0.8076371550559998,0.8978657722473145,6.285060405731201
genai,idx8,output/sentences/genai/fold_4_kore/8.wav,angry,angry,0.9578850269317627,0.9313420057296753,6.519394040107727
genai,idx8,output/sentences/genai/fold_5_charon/8.wav,angry,angry,0.8307634592056274,0.9027011394500732,6.318907976150513
openai,idx8,output/sentences/openai/fold_1_nova/8.wav,angry,angry,0.5127533674240112,0.8861813545227051,6.2032694816589355
openai,idx8,output/sentences/openai/fold_2_coral/8.wav,angry,angry,0.8865445852279663,0.8996576070785522,6.297603249549866
openai,idx8,output/sentences/openai/fold_3_echo/8.wav,angry,angry,0.5549743175506592,0.844338059425354,5.910366415977478
openai,idx8,output/sentences/openai/fold_4_onyx/8.wav,angry,disgusted,0.7281458377838135,0.7737632989883423,5.416343092918396
openai,idx8,output/sentences/openai/fold_5_verse/8.wav,angry,angry,0.9338226318359375,0.9326298236846924,6.528408765792847
azure,idx47,output/sentences/azure/fold_1_en-US-JennyNeural/47.wav,neutral,neutral,0.9964821338653564,0.8950966000556946,6.265676200389862
azure,idx47,output/sentences/azure/fold_2_en-US-DavisNeural/47.wav,neutral,neutral,0.5471999645233154,0.8273617029190063,5.791531920433044
azure,idx47,output/sentences/azure/fold_3_en-US-GuyNeural/47.wav,neutral,neutral,0.8103469610214233,0.8416997194290161,5.891898036003113
azure,idx47,output/sentences/azure/fold_4_en-US-AriaNeural/47.wav,neutral,neutral,0.9990406632423401,0.9325672388076782,6.527970671653748
azure,idx47,output/sentences/azure/fold_5_en-US-SaraNeural/47.wav,neutral,neutral,0.9935958981513977,0.8899833559989929,6.22988349199295
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_1_nova/47.wav,neutral,neutral,0.974337100982666,0.8862254619598389,6.203578233718872
cosyvoice2,idx47,output/sentences/cosyvoice2/fold_2_coral/47.wav,neutral,neutral,0.9806679487228394,0.8664376735687256,6.065063714981079
