idx,wav_path,prompt_id,tts,emotion,emotion_pred,correct,top_score,eas,proto_margin,tsne_x,tsne_y,nn_space,nn_k,nn_impurity,nn_alt,nn_alt_frac,knn3_match
17,output/sentences/openai/fold_3_echo/38.wav,idx38,openai,happy,neutral,False,0.7627591,0.84763265,-0.059264004,8.934047,10.389657,emb,10,0.7,neutral,0.8571428571428571,False
18,output/sentences/openai/fold_4_onyx/38.wav,idx38,openai,happy,happy,True,0.7476655,0.86484843,0.0653584,7.7149467,9.271586,emb,10,0.30000000000000004,neutral,0.6666666666666666,True
19,output/sentences/openai/fold_5_verse/38.wav,idx38,openai,happy,happy,True,0.5017789,0.830999,0.044330716,-10.111509,13.005939,emb,10,0.7,neutral,0.42857142857142855,True
20,output/sentences/azure/fold_1_en-US-JennyNeural/14.wav,idx14,azure,disgusted,disgusted,True,0.944354,0.88228333,0.17072529,7.7254252,-6.8065085,emb,10,0.30000000000000004,angry,1.0,True
21,output/sentences/azure/fold_2_en-US-DavisNeural/14.wav,idx14,azure,disgusted,disgusted,True,0.988997,0.8857502,0.26641625,4.202021,-21.857233,emb,10,0.0,,0.0,True
22,output/sentences/azure/fold_3_en-US-GuyNeural/14.wav,idx14,azure,disgusted,disgusted,True,0.99180776,0.88985217,0.2795419,3.1783364,-22.005793,emb,10,0.0,,0.0,True
23,output/sentences/azure/fold_4_en-US-AriaNeural/14.wav,idx14,azure,disgusted,disgusted,True,0.85437125,0.87034315,0.0950132,7.278145,-7.522732,emb,10,0.09999999999999998,neutral,1.0,True
24,output/sentences/azure/fold_5_en-US-SaraNeural/14.wav,idx14,azure,disgusted,disgusted,True,0.95232713,0.88866866,0.17911023,7.0494647,-8.566614,emb,10,0.0,,0.0,True
25,output/sentences/cosyvoice2/fold_1_nova/14.wav,idx14,cosyvoice2,disgusted,disgusted,True,0.98623335,0.8709649,0.25920433,0.2857223,-23.909288,emb,10,0.0,,0.0,True
26,output/sentences/cosyvoice2/fold_2_coral/14.wav,idx14,cosyvoice2,disgusted,disgusted,True,0.9858019,0.86817193,0.26025775,-0.60147864,-24.018877,emb,10,0.0,,0.0,True
27,output/sentences/cosyvoice2/fold_3_echo/14.wav,idx14,cosyvoice2,disgusted,disgusted,True,0.9893624,0.8901008,0.26275212,0.60460657,-22.607391,emb,10,0.0,,0.0,True
28,output/sentences/cosyvoice2/fold_4_onyx/14.wav,idx14,cosyvoice2,disgusted,disgusted,True,0.9832644,0.87996745,0.23827755,1.6104262,-24.057596,emb,10,0.0,,0.0,True
29,output/sentences/cosyvoice2/fold_5_verse/14.wav,idx14,cosyvoice2,disgusted,disgusted,True,0.98459446,0.87023294,0.2611713,-0.8612762,-22.891188,emb,10,0.0,,0.0,True
30,output/sentences/genai/fold_1_zephyr/14.wav,idx14,genai,disgusted,disgusted,True,0.9946884,0.9010048,0.28330028,-1.5560522,-20.236486,emb,10,0.0,,0.0,True
31,output/sentences/genai/fold_2_leda/14.wav,idx14,genai,disgusted,disgusted,True,0.99443346,0.91537976,0.2747078,-0.41494718,-19.29605,emb,10,0.0,,0.0,True
32,output/sentences/genai/fold_3_fenrir/14.wav,idx14,genai,disgusted,disgusted,True,0.9933114,0.8898802,0.28616977,-0.65988714,-20.48028,emb,10,0.0,,0.0,True
33,output/sentences/genai/fold_4_kore/14.wav,idx14,genai,disgusted,disgusted,True,0.9744658,0.8956945,0.19892603,0.69655305,-18.335356,emb,10,0.0,,0.0,True
34,output/sentences/genai/fold_5_charon/14.wav,idx14,genai,disgusted,disgusted,True,0.9940454,0.8903389,0.29660663,-1.7801303,-21.177553,emb,10,0.0,,0.0,True
35,output/sentences/openai/fold_1_nova/14.wav,idx14,openai,disgusted,disgusted,True,0.9945522,0.8992819,0.29163897,0.63613003,-21.169617,emb,10,0.0,,0.0,True
36,output/sentences/openai/fold_2_coral/14.wav,idx14,openai,disgusted,disgusted,True,0.9923934,0.89606285,0.28530908,1.1832175,-20.395433,emb,10,0.0,,0.0,True
37,output/sentences/openai/fold_3_echo/14.wav,idx14,openai,disgusted,disgusted,True,0.99238753,0.88392675,0.2900194,-0.2766358,-21.82192,emb,10,0.0,,0.0,True
38,output/sentences/openai/fold_4_onyx/14.wav,idx14,openai,disgusted,disgusted,True,0.9931224,0.8955579,0.28921956,1.3655168,-21.715446,emb,10,0.0,,0.0,True
39,output/sentences/openai/fold_5_verse/14.wav,idx14,openai,disgusted,disgusted,True,0.98913175,0.8939645,0.26499236,2.390989,-20.186138,emb,10,0.0,,0.0,True
40,output/sentences/azure/fold_1_en-US-JennyNeural/51.wav,idx51,azure,sad,sad,True,0.9952554,0.8976073,0.3156192,28.815655,-11.627735,emb,10,0.0,,0.0,True
41,output/sentences/azure/fold_2_en-US-DavisNeural/51.wav,idx51,azure,sad,sad,True,0.90242517,0.91462135,0.111029744,20.652573,-18.94962,emb,10,0.30000000000000004,fearful,1.0,True
42,output/sentences/azure/fold_3_en-US-GuyNeural/51.wav,idx51,azure,sad,sad,True,0.9960135,0.92294055,0.29375315,25.481174,-8.79384,emb,10,0.09999999999999998,angry,1.0,True
43,output/sentences/azure/fold_4_en-US-AriaNeural/51.wav,idx51,azure,sad,sad,True,0.57965827,0.8193434,0.040532887,29.1499,-10.089323,emb,10,0.30000000000000004,angry,0.6666666666666666,True
44,output/sentences/azure/fold_5_en-US-SaraNeural/51.wav,idx51,azure,sad,sad,True,0.99754924,0.91616714,0.30828923,28.67053,-14.161181,emb,10,0.0,,0.0,True
45,output/sentences/cosyvoice2/fold_1_nova/51.wav,idx51,cosyvoice2,sad,angry,False,0.38014865,0.7778461,-0.07087439,22.268871,0.15179048,emb,10,0.30000000000000004,neutral,0.6666666666666666,False
46,output/sentences/cosyvoice2/fold_2_coral/51.wav,idx51,cosyvoice2,sad,fearful,False,0.5234112,0.8450056,-0.009830415,29.949276,-20.20292,emb,10,0.30000000000000004,fearful,1.0,True
47,output/sentences/cosyvoice2/fold_3_echo/51.wav,idx51,cosyvoice2,sad,sad,True,0.7303948,0.87061274,0.094698906,21.643688,-5.6218348,emb,10,0.19999999999999996,angry,0.5,True
48,output/sentences/cosyvoice2/fold_4_onyx/51.wav,idx51,cosyvoice2,sad,sad,True,0.9929535,0.89998156,0.26988572,26.583887,-13.847542,emb,10,0.09999999999999998,fearful,1.0,True
49,output/sentences/cosyvoice2/fold_5_verse/51.wav,idx51,cosyvoice2,sad,sad,True,0.9865216,0.9145077,0.23135138,22.797993,-8.468474,emb,10,0.19999999999999996,angry,0.5,True
50,output/sentences/genai/fold_1_zephyr/51.wav,idx51,genai,sad,sad,True,0.9777204,0.92119753,0.19081312,24.72604,-14.661689,emb,10,0.0,,0.0,True
51,output/sentences/genai/fold_2_leda/51.wav,idx51,genai,sad,sad,True,0.988653,0.9023186,0.22319031,26.28473,-19.59127,emb,10,0.0,,0.0,True
52,output/sentences/genai/fold_3_fenrir/51.wav,idx51,genai,sad,sad,True,0.9825881,0.9206825,0.20380151,23.699553,-16.316984,emb,10,0.09999999999999998,fearful,1.0,True
53,output/sentences/genai/fold_4_kore/51.wav,idx51,genai,sad,sad,True,0.9875437,0.90398324,0.21849865,26.93917,-19.464666,emb,10,0.0,,0.0,True
54,output/sentences/genai/fold_5_charon/51.wav,idx51,genai,sad,sad,True,0.9640861,0.8914942,0.16597807,28.031193,-19.389938,emb,10,0.0,,0.0,True
55,output/sentences/openai/fold_1_nova/51.wav,idx51,openai,sad,sad,True,0.9885811,0.9275991,0.22304255,24.539337,-16.573439,emb,10,0.0,,0.0,True
56,output/sentences/openai/fold_2_coral/51.wav,idx51,openai,sad,sad,True,0.9877253,0.9092388,0.23195606,23.512978,-6.483161,emb,10,0.0,,0.0,True
57,output/sentences/openai/fold_3_echo/51.wav,idx51,openai,sad,sad,True,0.91340864,0.8715065,0.12867928,23.814596,-5.82565,emb,10,0.09999999999999998,angry,1.0,True
58,output/sentences/openai/fold_4_onyx/51.wav,idx51,openai,sad,sad,True,0.9985667,0.9489492,0.33890235,23.666021,-9.296822,emb,10,0.0,,0.0,True
59,output/sentences/openai/fold_5_verse/51.wav,idx51,openai,sad,sad,True,0.9369703,0.9058948,0.15954173,22.61049,-7.2630115,emb,10,0.19999999999999996,angry,0.5,True
60,output/sentences/azure/fold_1_en-US-JennyNeural/50.wav,idx50,azure,neutral,neutral,True,0.963986,0.89827347,0.18156642,19.192501,4.8995924,emb,10,0.4,disgusted,1.0,True
61,output/sentences/azure/fold_2_en-US-DavisNeural/50.wav,idx50,azure,neutral,happy,False,0.7299554,0.7960103,-0.051185608,8.723961,16.385763,emb,10,0.30000000000000004,happy,1.0,True
62,output/sentences/azure/fold_3_en-US-GuyNeural/50.wav,idx50,azure,neutral,neutral,True,0.86031693,0.8849298,0.09179914,12.8845825,15.0173435,emb,10,0.30000000000000004,happy,1.0,True
63,output/sentences/azure/fold_4_en-US-AriaNeural/50.wav,idx50,azure,neutral,neutral,True,0.9994128,0.94336677,0.38630676,18.64742,6.722038,emb,10,0.30000000000000004,disgusted,1.0,True
64,output/sentences/azure/fold_5_en-US-SaraNeural/50.wav,idx50,azure,neutral,neutral,True,0.99894494,0.9438376,0.35911214,19.07788,6.2540765,emb,10,0.30000000000000004,disgusted,1.0,True
65,output/sentences/cosyvoice2/fold_1_nova/50.wav,idx50,cosyvoice2,neutral,neutral,True,0.9708356,0.8957243,0.20352453,20.977404,1.8809849,emb,10,0.5,angry,0.4,True
66,output/sentences/cosyvoice2/fold_2_coral/50.wav,idx50,cosyvoice2,neutral,neutral,True,0.88434553,0.8575276,0.14441311,21.269445,1.2926502,emb,10,0.9,sad,0.6666666666666666,True
67,output/sentences/cosyvoice2/fold_3_echo/50.wav,idx50,cosyvoice2,neutral,neutral,True,0.8209685,0.87825084,0.100893736,11.370827,6.5268807,emb,10,0.5,happy,0.6,False
68,output/sentences/cosyvoice2/fold_4_onyx/50.wav,idx50,cosyvoice2,neutral,neutral,True,0.9362429,0.8520013,0.17365086,12.435697,8.224197,emb,10,0.5,disgusted,0.4,True
69,output/sentences/cosyvoice2/fold_5_verse/50.wav,idx50,cosyvoice2,neutral,neutral,True,0.8765327,0.8670661,0.09810144,10.880707,12.511135,emb,10,0.19999999999999996,disgusted,0.5,True
70,output/sentences/genai/fold_1_zephyr/50.wav,idx50,genai,neutral,happy,False,0.94062877,0.7728028,-0.14079148,8.668837,14.867496,emb,10,0.09999999999999998,happy,1.0,True
71,output/sentences/genai/fold_2_leda/50.wav,idx50,genai,neutral,neutral,True,0.6116049,0.8116016,0.025303185,9.373061,14.766716,emb,10,0.19999999999999996,happy,1.0,True
72,output/sentences/genai/fold_3_fenrir/50.wav,idx50,genai,neutral,neutral,True,0.9838644,0.89539826,0.20536768,11.169438,11.263829,emb,10,0.19999999999999996,disgusted,0.5,True
73,output/sentences/genai/fold_4_kore/50.wav,idx50,genai,neutral,neutral,True,0.9870547,0.90952736,0.22015595,10.64612,10.377977,emb,10,0.30000000000000004,happy,0.6666666666666666,True
74,output/sentences/genai/fold_5_charon/50.wav,idx50,genai,neutral,neutral,True,0.9163227,0.887095,0.11953974,10.085448,11.438783,emb,10,0.4,happy,0.75,True
75,output/sentences/openai/fold_1_nova/50.wav,idx50,openai,neutral,neutral,True,0.7213013,0.84316707,0.049819946,9.059061,12.813862,emb,10,0.19999999999999996,disgusted,0.5,True
76,output/sentences/openai/fold_2_coral/50.wav,idx50,openai,neutral,neutral,True,0.3587992,0.8448095,0.003450632,6.2915835,-2.8207164,emb,10,0.8,disgusted,1.0,False
77,output/sentences/openai/fold_3_echo/50.wav,idx50,openai,neutral,happy,False,0.8345391,0.80048096,-0.08459443,8.402418,13.393182,emb,10,0.19999999999999996,disgusted,0.5,True
78,output/sentences/openai/fold_4_onyx/50.wav,idx50,openai,neutral,happy,False,0.8835326,0.8200706,-0.10415083,8.301642,12.084658,emb,10,0.30000000000000004,happy,0.6666666666666666,True
79,output/sentences/openai/fold_5_verse/50.wav,idx50,openai,neutral,happy,False,0.663495,0.739143,-0.26103035,-6.3216786,7.394119,emb,10,0.7,happy,0.42857142857142855,False
80,output/sentences/azure/fold_1_en-US-JennyNeural/4.wav,idx4,azure,angry,angry,True,0.91348374,0.92088217,0.15053642,-39.893032,0.37990347,emb,10,0.0,,0.0,True
81,output/sentences/azure/fold_2_en-US-DavisNeural/4.wav,idx4,azure,angry,angry,True,0.8949409,0.9156735,0.13616115,-41.466026,1.3076669,emb,10,0.09999999999999998,disgusted,1.0,True
82,output/sentences/azure/fold_3_en-US-GuyNeural/4.wav,idx4,azure,angry,angry,True,0.9053869,0.91258544,0.14401591,-42.137924,0.5178308,emb,10,0.09999999999999998,fearful,1.0,True
83,output/sentences/azure/fold_4_en-US-AriaNeural/4.wav,idx4,azure,angry,angry,True,0.9420931,0.9179819,0.15599692,-41.71165,-0.9458112,emb,10,0.0,,0.0,True
84,output/sentences/azure/fold_5_en-US-SaraNeural/4.wav,idx4,azure,angry,angry,True,0.93428326,0.90876734,0.1407305,-41.90487,-2.048195,emb,10,0.0,,0.0,True
85,output/sentences/cosyvoice2/fold_1_nova/4.wav,idx4,cosyvoice2,angry,disgusted,False,0.5056995,0.9042575,-0.00439471,-2.1646316,2.517837,emb,10,0.7,surprised,0.5714285714285714,True
86,output/sentences/cosyvoice2/fold_2_coral/4.wav,idx4,cosyvoice2,angry,angry,True,0.87880576,0.9092453,0.10655385,-40.454765,-1.3986444,emb,10,0.0,,0.0,True
87,output/sentences/cosyvoice2/fold_3_echo/4.wav,idx4,cosyvoice2,angry,angry,True,0.37772068,0.89477247,0.0027337074,-2.4224334,3.4978282,emb,10,1.0,surprised,0.7,True
88,output/sentences/cosyvoice2/fold_4_onyx/4.wav,idx4,cosyvoice2,angry,disgusted,False,0.5290675,0.8260154,-0.03456074,23.175014,0.012201617,emb,10,0.9,sad,0.4444444444444444,True
89,output/sentences/cosyvoice2/fold_5_verse/4.wav,idx4,cosyvoice2,angry,angry,True,0.9137155,0.9196635,0.13774776,-40.856846,-0.3880078,emb,10,0.0,,0.0,True
90,output/sentences/genai/fold_1_zephyr/4.wav,idx4,genai,angry,angry,True,0.9087623,0.9164028,0.115665436,-39.619244,-3.4610012,emb,10,0.0,,0.0,True
91,output/sentences/genai/fold_2_leda/4.wav,idx4,genai,angry,angry,True,0.9152213,0.9249607,0.11963034,-39.031864,-2.952658,emb,10,0.0,,0.0,True
92,output/sentences/genai/fold_3_fenrir/4.wav,idx4,genai,angry,angry,True,0.8638108,0.9163765,0.093310475,-40.416862,-4.0184407,emb,10,0.0,,0.0,True
93,output/sentences/genai/fold_4_kore/4.wav,idx4,genai,angry,angry,True,0.91533196,0.9314195,0.1223948,-37.444817,-2.5362895,emb,10,0.0,,0.0,True
94,output/sentences/genai/fold_5_charon/4.wav,idx4,genai,angry,angry,True,0.9008261,0.91457653,0.112041235,-40.387985,-2.8636556,emb,10,0.0,,0.0,True
95,output/sentences/openai/fold_1_nova/4.wav,idx4,openai,angry,angry,True,0.97575325,0.9046785,0.20343357,-43.911938,-2.4812603,emb,10,0.0,,0.0,True
96,output/sentences/openai/fold_2_coral/4.wav,idx4,openai,angry,angry,True,0.9642741,0.912718,0.19424915,-43.76156,-0.88933027,emb,10,0.09999999999999998,fearful,1.0,True
97,output/sentences/openai/fold_3_echo/4.wav,idx4,openai,angry,angry,True,0.957383,0.9053346,0.16468698,-43.045578,-2.3632755,emb,10,0.0,,0.0,True
98,output/sentences/openai/fold_4_onyx/4.wav,idx4,openai,angry,angry,True,0.9415554,0.90235704,0.16766667,-44.77363,-1.6887778,emb,10,0.0,,0.0,True
99,output/sentences/openai/fold_5_verse/4.wav,idx4,openai,angry,angry,True,0.94268143,0.91450834,0.16716671,-42.6018,-0.55380315,emb,10,0.0,,0.0,True
100,output/sentences/azure/fold_1_en-US-JennyNeural/66.wav,idx66,azure,surprised,surprised,True,0.5079395,0.8717592,0.027411044,-14.094102,11.518327,emb,10,0.4,disgusted,0.75,True
101,output/sentences/azure/fold_2_en-US-DavisNeural/66.wav,idx66,azure,surprised,surprised,True,0.3532892,0.8746178,0.011373758,-13.21303,4.864178,emb,10,0.4,fearful,1.0,True
102,output/sentences/azure/fold_3_en-US-GuyNeural/66.wav,idx66,azure,surprised,surprised,True,0.3736179,0.88991106,0.002709508,-13.780119,4.840088,emb,10,0.30000000000000004,fearful,1.0,True
103,output/sentences/azure/fold_4_en-US-AriaNeural/66.wav,idx66,azure,surprised,happy,False,0.8299913,0.86139804,-0.081474245,-9.919697,23.344841,emb,10,0.8,happy,1.0,False
104,output/sentences/azure/fold_5_en-US-SaraNeural/66.wav,idx66,azure,surprised,surprised,True,0.5123969,0.896793,0.007849336,-16.467587,11.243369,emb,10,0.5,fearful,0.8,True
105,output/sentences/cosyvoice2/fold_1_nova/66.wav,idx66,cosyvoice2,surprised,angry,False,0.4961056,0.75770533,-0.24682683,-1.4589043,-0.37337664,emb,10,0.7,disgusted,0.5714285714285714,True
106,output/sentences/cosyvoice2/fold_2_coral/66.wav,idx66,cosyvoice2,surprised,angry,False,0.6941322,0.7681449,-0.27242512,-2.1098073,-0.97424936,emb,10,0.6,disgusted,0.6666666666666666,True
107,output/sentences/cosyvoice2/fold_3_echo/66.wav,idx66,cosyvoice2,surprised,sad,False,0.29961723,0.7600837,-0.12710762,-5.518672,-2.0648787,emb,10,0.7,fearful,0.7142857142857143,True
108,output/sentences/cosyvoice2/fold_4_onyx/66.wav,idx66,cosyvoice2,surprised,angry,False,0.63415515,0.74346906,-0.24119931,-2.703824,-1.7540711,emb,10,0.6,disgusted,0.5,True
109,output/sentences/cosyvoice2/fold_5_verse/66.wav,idx66,cosyvoice2,surprised,disgusted,False,0.3997384,0.8571123,-0.043577194,-3.859008,0.1009625,emb,10,0.30000000000000004,angry,0.6666666666666666,True
110,output/sentences/genai/fold_1_zephyr/66.wav,idx66,genai,surprised,surprised,True,0.6508501,0.90183544,0.06029588,-15.877155,9.905243,emb,10,0.09999999999999998,happy,1.0,True
111,output/sentences/genai/fold_2_leda/66.wav,idx66,genai,surprised,surprised,True,0.9507924,0.9350574,0.16844636,-20.18244,16.12184,emb,10,0.09999999999999998,fearful,1.0,True
112,output/sentences/genai/fold_3_fenrir/66.wav,idx66,genai,surprised,surprised,True,0.40529355,0.86489964,0.010303974,-19.780317,3.7446542,emb,10,0.30000000000000004,fearful,1.0,True
113,output/sentences/genai/fold_4_kore/66.wav,idx66,genai,surprised,surprised,True,0.35717285,0.8239168,0.0061016083,-19.867828,3.583277,emb,10,0.5,fearful,1.0,True
114,output/sentences/genai/fold_5_charon/66.wav,idx66,genai,surprised,surprised,True,0.665416,0.9001621,0.06729835,-15.654236,9.9365635,emb,10,0.19999999999999996,angry,0.5,True
115,output/sentences/openai/fold_1_nova/66.wav,idx66,openai,surprised,happy,False,0.523054,0.84695435,-0.06504589,-10.825935,4.6692476,emb,10,0.4,fearful,0.5,True
116,output/sentences/openai/fold_2_coral/66.wav,idx66,openai,surprised,surprised,True,0.28895456,0.8718842,0.0012840629,-12.06323,3.7151625,emb,10,0.4,fearful,0.75,True
117,output/sentences/openai/fold_3_echo/66.wav,idx66,openai,surprised,happy,False,0.75272554,0.85501194,-0.088318944,-9.65961,4.021023,emb,10,0.4,fearful,0.5,True
118,output/sentences/openai/fold_4_onyx/66.wav,idx66,openai,surprised,angry,False,0.42232102,0.8236408,-0.08699608,-8.58578,2.898239,emb,10,0.09999999999999998,fearful,1.0,True
119,output/sentences/openai/fold_5_verse/66.wav,idx66,openai,surprised,happy,False,0.46087363,0.8550134,-0.044546545,-10.607761,3.8241134,emb,10,0.4,fearful,0.5,True
120,output/sentences/azure/fold_1_en-US-JennyNeural/39.wav,idx39,azure,happy,happy,True,0.9403296,0.9014822,0.1441027,-5.741589,26.197302,emb,10,0.09999999999999998,surprised,1.0,True
121,output/sentences/azure/fold_2_en-US-DavisNeural/39.wav,idx39,azure,happy,surprised,False,0.85372806,0.87109756,-0.10620248,-11.088015,9.661013,emb,10,0.6,surprised,0.8333333333333334,True
122,output/sentences/azure/fold_3_en-US-GuyNeural/39.wav,idx39,azure,happy,happy,True,0.95957583,0.93245924,0.15975344,-4.454891,23.353449,emb,10,0.09999999999999998,surprised,1.0,True
123,output/sentences/azure/fold_4_en-US-AriaNeural/39.wav,idx39,azure,happy,happy,True,0.98665696,0.916085,0.23080051,-3.7506475,24.875204,emb,10,0.0,,0.0,True
124,output/sentences/azure/fold_5_en-US-SaraNeural/39.wav,idx39,azure,happy,happy,True,0.98680645,0.9034622,0.25029355,-3.2156281,25.471273,emb,10,0.0,,0.0,True
125,output/sentences/cosyvoice2/fold_1_nova/39.wav,idx39,cosyvoice2,happy,happy,True,0.62835395,0.8662518,0.04884374,-0.0003764741,9.734148,emb,10,0.19999999999999996,disgusted,0.5,True
126,output/sentences/cosyvoice2/fold_2_coral/39.wav,idx39,cosyvoice2,happy,happy,True,0.72253346,0.8791728,0.09857905,-0.7112379,9.50917,emb,10,0.19999999999999996,surprised,1.0,True
127,output/sentences/cosyvoice2/fold_3_echo/39.wav,idx39,cosyvoice2,happy,happy,True,0.5370281,0.86187184,0.05195266,-1.438776,6.3311253,emb,10,0.19999999999999996,angry,0.5,True
128,output/sentences/cosyvoice2/fold_4_onyx/39.wav,idx39,cosyvoice2,happy,angry,False,0.32646993,0.8273938,-0.04206437,-1.6625792,5.5538936,emb,10,0.8,surprised,0.5,True
129,output/sentences/cosyvoice2/fold_5_verse/39.wav,idx39,cosyvoice2,happy,happy,True,0.89651877,0.90377474,0.11672366,0.4863825,11.987402,emb,10,0.09999999999999998,disgusted,1.0,True
130,output/sentences/genai/fold_1_zephyr/39.wav,idx39,genai,happy,happy,True,0.9684553,0.89568424,0.18384188,-7.3472886,26.97711,emb,10,0.09999999999999998,surprised,1.0,True
131,output/sentences/genai/fold_2_leda/39.wav,idx39,genai,happy,happy,True,0.94415355,0.90741694,0.14292675,-7.43858,25.461794,emb,10,0.09999999999999998,surprised,1.0,True
132,output/sentences/genai/fold_3_fenrir/39.wav,idx39,genai,happy,happy,True,0.96239376,0.92173576,0.16522008,-5.30619,23.949278,emb,10,0.0,,0.0,True
133,output/sentences/genai/fold_4_kore/39.wav,idx39,genai,happy,happy,True,0.960712,0.90245557,0.16246784,-7.162877,26.0862,emb,10,0.09999999999999998,surprised,1.0,True
134,output/sentences/genai/fold_5_charon/39.wav,idx39,genai,happy,happy,True,0.92792785,0.9077389,0.12943077,-6.404451,24.454643,emb,10,0.09999999999999998,surprised,1.0,True
135,output/sentences/openai/fold_1_nova/39.wav,idx39,openai,happy,happy,True,0.8766405,0.8912376,0.12397909,-2.2851746,10.115387,emb,10,0.19999999999999996,neutral,0.5,True
136,output/sentences/openai/fold_2_coral/39.wav,idx39,openai,happy,happy,True,0.7617171,0.8955388,0.07471526,-9.088659,8.341963,emb,10,0.6,surprised,0.8333333333333334,True
137,output/sentences/openai/fold_3_echo/39.wav,idx39,openai,happy,neutral,False,0.64541054,0.84511983,-0.038976252,1.5520855,10.844934,emb,10,0.19999999999999996,disgusted,0.5,True
138,output/sentences/openai/fold_4_onyx/39.wav,idx39,openai,happy,happy,True,0.83960253,0.88362217,0.093259335,0.35128754,10.862205,emb,10,0.09999999999999998,neutral,1.0,True
139,output/sentences/openai/fold_5_verse/39.wav,idx39,openai,happy,happy,True,0.43926093,0.88000005,0.01782322,-9.651547,7.682736,emb,10,0.8,surprised,0.875,True
140,output/sentences/azure/fold_1_en-US-JennyNeural/16.wav,idx16,azure,disgusted,disgusted,True,0.56028116,0.8807155,0.021199286,8.292499,-4.5300393,emb,10,0.30000000000000004,neutral,0.6666666666666666,True
141,output/sentences/azure/fold_2_en-US-DavisNeural/16.wav,idx16,azure,disgusted,angry,False,0.7571278,0.8900379,-0.057249725,-36.364513,-6.425087,emb,10,1.0,angry,1.0,False
142,output/sentences/azure/fold_3_en-US-GuyNeural/16.wav,idx16,azure,disgusted,disgusted,True,0.76930094,0.8713691,0.06723726,6.862972,-5.0934486,emb,10,0.19999999999999996,neutral,1.0,True
143,output/sentences/azure/fold_4_en-US-AriaNeural/16.wav,idx16,azure,disgusted,neutral,False,0.9361643,0.82745814,-0.13882011,8.865717,-2.613046,emb,10,0.5,neutral,0.6,True
