rater,idx,tts,emotion,wav_path,rating,naturalness
usr02,idx8,azure,angry,output/sentences/azure/fold_1_en-US-JennyNeural/8.wav,2.0,1.0
usr02,idx51,openai,sad,output/sentences/openai/fold_4_onyx/51.wav,6.0,5.0
usr02,idx47,cosyvoice2,neutral,output/sentences/cosyvoice2/fold_3_echo/47.wav,5.0,3.0
usr02,idx68,cosyvoice2,surprised,output/sentences/cosyvoice2/fold_1_nova/68.wav,3.0,2.0
usr02,idx68,azure,surprised,output/sentences/azure/fold_1_en-US-JennyNeural/68.wav,4.0,4.0
usr02,idx28,azure,fearful,output/sentences/azure/fold_5_en-US-SaraNeural/28.wav,3.0,3.0
usr02,idx8,openai,angry,output/sentences/openai/fold_1_nova/8.wav,3.0,2.0
usr02,idx4,genai,angry,output/sentences/genai/fold_2_leda/4.wav,4.0,3.0
usr02,idx26,cosyvoice2,fearful,output/sentences/cosyvoice2/fold_3_echo/26.wav,2.0,1.0
usr02,idx14,azure,disgusted,output/sentences/azure/fold_4_en-US-AriaNeural/14.wav,3.0,3.0
usr02,idx59,cosyvoice2,sad,output/sentences/cosyvoice2/fold_3_echo/59.wav,3.0,2.0
usr02,idx50,genai,neutral,output/sentences/genai/fold_4_kore/50.wav,6.0,2.0
usr02,idx68,genai,surprised,output/sentences/genai/fold_4_kore/68.wav,6.0,4.0
usr02,idx66,genai,surprised,output/sentences/genai/fold_2_leda/66.wav,6.0,4.0
usr02,idx26,genai,fearful,output/sentences/genai/fold_3_fenrir/26.wav,5.0,2.0
