rater,idx,tts,emotion,wav_path,rating,naturalness
usr14,idx8,cosyvoice2,angry,output/sentences/cosyvoice2/fold_2_coral/8.wav,4.0,3.0
usr14,idx66,genai,surprised,output/sentences/genai/fold_1_zephyr/66.wav,5.0,4.0
usr14,idx50,azure,neutral,output/sentences/azure/fold_2_en-US-DavisNeural/50.wav,5.0,5.0
usr14,idx39,openai,happy,output/sentences/openai/fold_1_nova/39.wav,3.0,5.0
usr14,idx8,openai,angry,output/sentences/openai/fold_4_onyx/8.wav,2.0,4.0
usr14,idx39,azure,happy,output/sentences/azure/fold_4_en-US-AriaNeural/39.wav,3.0,3.0
usr14,idx14,azure,disgusted,output/sentences/azure/fold_5_en-US-SaraNeural/14.wav,1.0,2.0
usr14,idx28,openai,fearful,output/sentences/openai/fold_5_verse/28.wav,3.0,3.0
usr14,idx59,genai,sad,output/sentences/genai/fold_3_fenrir/59.wav,6.0,5.0
usr14,idx38,genai,happy,output/sentences/genai/fold_2_leda/38.wav,7.0,7.0
usr14,idx68,azure,surprised,output/sentences/azure/fold_3_en-US-GuyNeural/68.wav,5.0,4.0
usr14,idx51,genai,sad,output/sentences/genai/fold_3_fenrir/51.wav,6.0,7.0
usr14,idx38,cosyvoice2,happy,output/sentences/cosyvoice2/fold_5_verse/38.wav,5.0,4.0
usr14,idx38,azure,happy,output/sentences/azure/fold_2_en-US-DavisNeural/38.wav,5.0,3.0
usr14,idx38,openai,happy,output/sentences/openai/fold_4_onyx/38.wav,2.0,3.0
usr14,idx26,openai,fearful,output/sentences/openai/fold_2_coral/26.wav,3.0,4.0
usr14,idx51,azure,sad,output/sentences/azure/fold_5_en-US-SaraNeural/51.wav,2.0,2.0
usr14,idx47,genai,neutral,output/sentences/genai/fold_4_kore/47.wav,5.0,4.0
usr14,idx47,openai,neutral,output/sentences/openai/fold_4_onyx/47.wav,5.0,5.0
usr14,idx28,azure,fearful,output/sentences/azure/fold_4_en-US-AriaNeural/28.wav,3.0,3.0
usr14,idx66,openai,surprised,output/sentences/openai/fold_1_nova/66.wav,5.0,4.0
usr14,idx16,azure,disgusted,output/sentences/azure/fold_1_en-US-JennyNeural/16.wav,2.0,3.0
usr14,idx66,cosyvoice2,surprised,output/sentences/cosyvoice2/fold_4_onyx/66.wav,2.0,1.0
usr14,idx59,cosyvoice2,sad,output/sentences/cosyvoice2/fold_5_verse/59.wav,1.0,2.0
usr14,idx51,cosyvoice2,sad,output/sentences/cosyvoice2/fold_5_verse/51.wav,2.0,2.0
usr14,idx51,openai,sad,output/sentences/openai/fold_3_echo/51.wav,5.0,5.0
usr14,idx68,genai,surprised,output/sentences/genai/fold_1_zephyr/68.wav,6.0,5.0
usr14,idx4,azure,angry,output/sentences/azure/fold_2_en-US-DavisNeural/4.wav,6.0,7.0
